Country,State,City,Postal Code,Region,source_filename,file_month
United States,Pennsylvania,Philadelphia,19134,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Minnesota,Maple Grove,55369,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,South Dakota,Sioux Falls,57103,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Utah,Murray,84107,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,San Diego,92024,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,Concord,94521,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Virginia,Salem,24153,South,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,New Jersey,Plainfield,7060,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Texas,Pharr,78577,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Illinois,Chicago,60623,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Ohio,Cleveland,44105,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Indiana,Elkhart,46514,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Illinois,Wheeling,60090,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Wisconsin,Kenosha,53142,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,Huntington Beach,92646,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Pennsylvania,Philadelphia,19143,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Texas,Dallas,75217,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,New York,Yonkers,10701,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Florida,Jacksonville,32216,South,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,North Carolina,Raleigh,27604,South,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,San Francisco,94110,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Oklahoma,Oklahoma City,73120,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,New York,Troy,12180,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Texas,Austin,78745,Central,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Ohio,Lakewood,44107,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,Maryland,Baltimore,21215,East,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,Mission Viejo,92691,West,202207_Orders_2022_08_01_00_40_53.csv,202207
United States,California,Los Angeles,90032,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Nevada,Las Vegas,89115,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Tennessee,Memphis,38109,South,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,California,Los Angeles,90045,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Illinois,Chicago,60653,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,New York,New York City,10011,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,New York,New York City,10024,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,New York,Mount Vernon,10550,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Indiana,Indianapolis,46203,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Texas,Houston,77036,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,California,Los Angeles,90004,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,New Mexico,Farmington,87401,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Massachusetts,Quincy,2169,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Georgia,Columbus,31907,South,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Texas,Plano,75023,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Washington,Seattle,98105,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Texas,Houston,77041,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,North Carolina,Burlington,27217,South,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,California,Citrus Heights,95610,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Ohio,Lancaster,43130,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,North Carolina,Jacksonville,28540,South,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,New Hampshire,Concord,3301,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Texas,Dallas,75220,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Nebraska,Fremont,68025,Central,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Florida,Miami,33142,South,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Pennsylvania,Philadelphia,19120,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,California,Los Angeles,90008,West,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,Rhode Island,Warwick,2886,East,202207_Orders_2022_08_04_08_09_05.csv,202207
United States,California,Los Angeles,90032,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Nevada,Las Vegas,89115,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Tennessee,Memphis,38109,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90045,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Chicago,60653,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,New York City,10011,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,New York City,10024,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,Mount Vernon,10550,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Indiana,Indianapolis,46203,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Houston,77036,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90004,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New Mexico,Farmington,87401,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Massachusetts,Quincy,2169,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Georgia,Columbus,31907,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Plano,75023,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Washington,Seattle,98105,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Houston,77041,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,North Carolina,Burlington,27217,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Citrus Heights,95610,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Ohio,Lancaster,43130,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,North Carolina,Jacksonville,28540,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New Hampshire,Concord,3301,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Dallas,75220,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Nebraska,Fremont,68025,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Florida,Miami,33142,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Pennsylvania,Philadelphia,19120,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90008,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Rhode Island,Warwick,2886,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,Long Beach,11561,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90049,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Washington,Seattle,98115,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,San Mateo,94403,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Massachusetts,Lowell,1852,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Washington,Kent,98031,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Delaware,Newark,19711,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Pico Rivera,90660,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Washington,Seattle,98103,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Connecticut,Manchester,6040,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Chicago,60610,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Oregon,Portland,97206,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Indiana,Lafayette,47905,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Aurora,60505,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,San Diego,92105,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,New York City,10009,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Iowa,Waterloo,50701,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Ohio,Fairfield,45014,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Kansas,Overland Park,66212,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Pennsylvania,Philadelphia,19140,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Ohio,Columbus,43229,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Westminster,92683,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Delaware,Wilmington,19805,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Virginia,Suffolk,23434,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Woodstock,60098,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,North Carolina,Charlotte,28205,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,Rome,13440,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90036,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Apple Valley,92307,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Florida,Tampa,33614,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Arizona,Phoenix,85023,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Pennsylvania,Philadelphia,19134,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Minnesota,Maple Grove,55369,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,South Dakota,Sioux Falls,57103,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Utah,Murray,84107,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,San Diego,92024,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Concord,94521,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Virginia,Salem,24153,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New Jersey,Plainfield,7060,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Pharr,78577,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Chicago,60623,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Ohio,Cleveland,44105,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Indiana,Elkhart,46514,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Illinois,Wheeling,60090,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Wisconsin,Kenosha,53142,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Huntington Beach,92646,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Pennsylvania,Philadelphia,19143,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Dallas,75217,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,Yonkers,10701,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Florida,Jacksonville,32216,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,North Carolina,Raleigh,27604,South,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,San Francisco,94110,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Oklahoma,Oklahoma City,73120,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,New York,Troy,12180,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Texas,Austin,78745,Central,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Ohio,Lakewood,44107,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,Maryland,Baltimore,21215,East,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Mission Viejo,92691,West,202207_Orders_2022_08_07_15_42_03.csv,202207
United States,California,Los Angeles,90032,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Nevada,Las Vegas,89115,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Tennessee,Memphis,38109,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Los Angeles,90045,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Chicago,60653,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,New York City,10011,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,New York City,10024,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,Mount Vernon,10550,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Indiana,Indianapolis,46203,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Houston,77036,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Los Angeles,90004,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New Mexico,Farmington,87401,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Massachusetts,Quincy,2169,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Georgia,Columbus,31907,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Plano,75023,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Washington,Seattle,98105,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Houston,77041,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,North Carolina,Burlington,27217,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Citrus Heights,95610,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Ohio,Lancaster,43130,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,North Carolina,Jacksonville,28540,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New Hampshire,Concord,3301,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Dallas,75220,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Nebraska,Fremont,68025,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Florida,Miami,33142,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Pennsylvania,Philadelphia,19120,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Los Angeles,90008,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Rhode Island,Warwick,2886,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,Long Beach,11561,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Los Angeles,90049,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Washington,Seattle,98115,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,San Mateo,94403,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Massachusetts,Lowell,1852,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Washington,Kent,98031,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Delaware,Newark,19711,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Pico Rivera,90660,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Washington,Seattle,98103,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Connecticut,Manchester,6040,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Chicago,60610,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Oregon,Portland,97206,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Indiana,Lafayette,47905,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Aurora,60505,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,San Diego,92105,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,New York City,10009,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Iowa,Waterloo,50701,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Ohio,Fairfield,45014,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Kansas,Overland Park,66212,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Pennsylvania,Philadelphia,19140,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Ohio,Columbus,43229,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Westminster,92683,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Delaware,Wilmington,19805,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Virginia,Suffolk,23434,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Woodstock,60098,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,North Carolina,Charlotte,28205,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,Rome,13440,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Los Angeles,90036,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Apple Valley,92307,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Florida,Tampa,33614,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Arizona,Phoenix,85023,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Pennsylvania,Philadelphia,19134,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Minnesota,Maple Grove,55369,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,South Dakota,Sioux Falls,57103,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Utah,Murray,84107,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,San Diego,92024,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Concord,94521,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Virginia,Salem,24153,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New Jersey,Plainfield,7060,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Pharr,78577,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Chicago,60623,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Ohio,Cleveland,44105,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Indiana,Elkhart,46514,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Illinois,Wheeling,60090,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Wisconsin,Kenosha,53142,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Huntington Beach,92646,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Pennsylvania,Philadelphia,19143,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Dallas,75217,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,Yonkers,10701,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Florida,Jacksonville,32216,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,North Carolina,Raleigh,27604,South,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,San Francisco,94110,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Oklahoma,Oklahoma City,73120,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,New York,Troy,12180,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Texas,Austin,78745,Central,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Ohio,Lakewood,44107,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Maryland,Baltimore,21215,East,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,California,Mission Viejo,92691,West,202207_Orders_2022_08_10_16_42_17.csv,202207
United States,Wisconsin,Milwaukee,53209,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Florida,Fort Lauderdale,33311,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Delaware,Wilmington,19805,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Illinois,Chicago,60653,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Pennsylvania,Philadelphia,19134,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Francisco,94110,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Austin,78745,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,North Carolina,Charlotte,28205,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Salinas,93905,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Francisco,94109,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Illinois,Chicago,60623,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Francisco,94122,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Washington,Seattle,98105,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Illinois,Bloomington,61701,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Los Angeles,90004,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Ohio,Fairfield,45014,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Carrollton,75007,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Colorado,Loveland,80538,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Houston,77070,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Kentucky,Richmond,40475,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Indiana,Indianapolis,46203,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New Hampshire,Concord,3301,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Louisiana,Lafayette,70506,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Cedar Hill,75104,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,New York City,10011,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Westminster,92683,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Diego,92105,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Jose,95123,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,Long Beach,11561,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Dallas,75081,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Minnesota,Moorhead,56560,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,North Carolina,Jacksonville,28540,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Indiana,Columbus,47201,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Indiana,Richmond,47374,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Bedford,76021,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Louisiana,Lake Charles,70601,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,New York City,10009,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Washington,Seattle,98103,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Lake Forest,92630,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Maryland,Columbia,21044,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Florida,Orlando,32839,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Tennessee,Memphis,38109,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,San Diego,92037,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Pennsylvania,Philadelphia,19120,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Los Angeles,90032,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Minnesota,Roseville,55113,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New Jersey,Plainfield,7060,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Tennessee,Columbia,38401,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,Watertown,13601,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Brentwood,94513,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Houston,77095,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Kentucky,Louisville,40214,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Texas,Dallas,75220,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Massachusetts,New Bedford,2740,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Ohio,Lakewood,44107,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Ohio,Columbus,43229,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Utah,Salt Lake City,84106,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Massachusetts,Lawrence,1841,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Los Angeles,90036,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Massachusetts,Franklin,2038,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Fresno,93727,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Colorado,Louisville,80027,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Arizona,Chandler,85224,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Oakland,94601,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,New York City,10035,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Mississippi,Jackson,39212,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Washington,Seattle,98115,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Minnesota,Lakeville,55044,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Pennsylvania,Philadelphia,19143,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Florida,Tallahassee,32303,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,New York,New York City,10024,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Ohio,Lancaster,43130,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Tennessee,Jackson,38301,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Ohio,Cleveland,44105,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Pennsylvania,Philadelphia,19140,East,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Michigan,Detroit,48234,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Georgia,Columbus,31907,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Illinois,Chicago,60610,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Inglewood,90301,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Arizona,Mesa,85204,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Florida,Tampa,33614,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Florida,Port Saint Lucie,34952,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Tennessee,Franklin,37064,South,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,California,Los Angeles,90049,West,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Illinois,Quincy,62301,Central,202208_Orders_2022_09_01_10_52_22.csv,202208
United States,Wisconsin,Milwaukee,53209,Central,202208_Orders_2022_09_04_03_39_09.csv,202208
United States,Florida,Fort Lauderdale,33311,South,202208_Orders_2022_09_04_03_39_09.csv,202208
